#amostra;data;hora;cpu_em_uso;cpu_percent;kb_wr_s;mem_used;mem_free;mem_avaliable;swap_used;reservado_cache_buffer;cached;buffer
800;2020-07-05;21:10:14;6;1.75;15.67;3678956;2123088;3715948;1486080;2211600;1927364;164304
801;2020-07-05;21:10:19;2;1.76;15.78;3685464;2113560;3709108;1486080;2214620;1930252;164368
802;2020-07-05;21:10:24;4;1.76;15.92;3689612;2105828;3705328;1486080;2218204;1933724;164376
803;2020-07-05;21:10:29;2;1.76;15.96;3690764;2103356;3704156;1486080;2219524;1935000;164384
804;2020-07-05;21:10:34;2;1.77;16.04;3691876;2100088;3703000;1486080;2221680;1937088;164392
805;2020-07-05;21:10:39;6;1.77;16.05;3658356;2133304;3736512;1486080;2221984;1937348;164400
806;2020-07-05;21:10:44;4;1.77;16.12;3659348;2130452;3735504;1486080;2223844;1939148;164416
807;2020-07-05;21:10:49;3;1.78;16.19;3663720;2124016;3731052;1486080;2225908;1941152;164424
808;2020-07-05;21:10:54;2;1.78;16.28;3668380;2117088;3726172;1486080;2228176;1943372;164432
809;2020-07-05;21:10:59;5;1.78;16.28;3667336;2118188;3727464;1486080;2228120;1943296;164440
810;2020-07-05;21:11:05;0;1.79;16.32;3668056;2116400;3726728;1486080;2229188;1944324;164448
811;2020-07-05;21:11:10;3;1.79;16.35;3670504;2113060;3724264;1486080;2230080;1945188;164456
812;2020-07-05;21:11:15;2;1.79;16.34;3668940;2114624;3725836;1486080;2230080;1945180;164464
813;2020-07-05;21:11:20;5;1.79;16.41;3670452;2110664;3724288;1486080;2232528;1947560;164480
814;2020-07-05;21:11:25;6;1.8;16.41;3671292;2110036;3723456;1486080;2232316;1947340;164488
815;2020-07-05;21:11:30;2;1.8;16.46;3672248;2107660;3722312;1486080;2233736;1948724;164496
816;2020-07-05;21:11:35;5;1.8;16.49;3658256;2120940;3736468;1486080;2234448;1949396;164512
817;2020-07-05;21:11:40;2;1.81;16.48;3645156;2134020;3749556;1486080;2234468;1949404;164520
818;2020-07-05;21:11:45;1;1.81;16.48;3645804;2133372;3748916;1486080;2234468;1949396;164528
819;2020-07-05;21:11:50;7;1.81;16.48;3646260;2132900;3748452;1486080;2234484;1949404;164536
820;2020-07-05;21:11:55;4;1.81;16.5;3649456;2129160;3745232;1486080;2235028;1949924;164544
821;2020-07-05;21:12:00;0;1.82;16.56;3650536;2126484;3744124;1486080;2236624;1951472;164552
822;2020-07-05;21:12:05;4;1.82;16.59;3652852;2123128;3741808;1486080;2237664;1952480;164560
823;2020-07-05;21:12:10;1;1.82;16.63;3651768;2123204;3742892;1486080;2238672;1953452;164568
824;2020-07-05;21:12:16;7;1.83;16.69;3654132;2119040;3740344;1486080;2240472;1955200;164576
825;2020-07-05;21:12:21;5;1.83;16.69;3654360;2118876;3740276;1486080;2240408;1955124;164584
826;2020-07-05;21:12:26;4;1.83;16.74;3656628;2115020;3737992;1486080;2241996;1956668;164592
827;2020-07-05;21:12:31;4;1.84;16.76;3656760;2114524;3737848;1486080;2242360;1957000;164608
828;2020-07-05;21:12:36;1;1.84;16.75;3656608;2114676;3738012;1486080;2242360;1956992;164616
829;2020-07-05;21:12:41;2;1.84;16.79;3652704;2117340;3741660;1486080;2243600;1958204;164624
830;2020-07-05;21:12:46;3;1.85;16.82;3654536;2114828;3740060;1486080;2244280;1958848;164632
831;2020-07-05;21:12:51;4;1.85;16.83;3657576;2111496;3736984;1486080;2244572;1959116;164648
832;2020-07-05;21:12:56;6;1.85;16.89;3657496;2109692;3737076;1486080;2246456;1960936;164660
833;2020-07-05;21:13:01;3;1.85;16.93;3660724;2105396;3733800;1486080;2247524;1961968;164668
834;2020-07-05;21:13:06;1;1.86;17.03;3663288;2100224;3731228;1486080;2250132;1964492;164684
835;2020-07-05;21:13:11;1;1.86;17.02;3661396;2102100;3733104;1486080;2250148;1964496;164700
836;2020-07-05;21:13:16;2;1.86;17.09;3663132;2098544;3731320;1486080;2251968;1966260;164700
837;2020-07-05;21:13:22;3;1.87;17.09;3664076;2097568;3730400;1486080;2252000;1966276;164716
838;2020-07-05;21:13:27;6;1.87;17.09;3663340;2098292;3731148;1486080;2252012;1966288;164716
839;2020-07-05;21:13:32;4;1.87;17.17;3666356;2092828;3728096;1486080;2254460;1968664;164732
840;2020-07-05;21:13:37;7;1.88;17.17;3666072;2093104;3728384;1486080;2254468;1968664;164740
841;2020-07-05;21:13:42;1;1.88;17.17;3666588;2092588;3727872;1486080;2254468;1968656;164748
842;2020-07-05;21:13:47;4;1.88;17.17;3667332;2091836;3727128;1486080;2254476;1968656;164756
843;2020-07-05;21:13:52;3;1.88;17.23;3668472;2088788;3725960;1486080;2256384;1970496;164772
844;2020-07-05;21:13:57;2;1.89;17.31;3672548;2082588;3721864;1486080;2258508;1972564;164772
845;2020-07-05;21:14:02;0;1.89;17.31;3684288;2070804;3710104;1486080;2258552;1972584;164792
846;2020-07-05;21:14:07;6;1.89;17.3;3675348;2079724;3719052;1486080;2258572;1972596;164800
847;2020-07-05;21:14:12;2;1.9;17.3;3675164;2079892;3719224;1486080;2258588;1972596;164816
848;2020-07-05;21:14:17;6;1.9;17.3;3681760;2073296;3712644;1486080;2258588;1972596;164816
849;2020-07-05;21:14:22;0;1.9;17.29;3682428;2072608;3711968;1486080;2258608;1972600;164832
850;2020-07-05;21:14:27;5;1.91;17.3;3681036;2073996;3713368;1486080;2258612;1972600;164836
851;2020-07-05;21:14:33;6;1.91;17.48;3687000;2063496;3707348;1486080;2263148;1976992;164868
852;2020-07-05;21:14:38;5;1.91;17.5;3688124;2062328;3706200;1486080;2263192;1977368;164876
853;2020-07-05;21:14:43;7;1.92;17.59;3690520;2057088;3703792;1486080;2266036;1979780;164892
854;2020-07-05;21:14:48;0;1.92;17.58;3690544;2057060;3703768;1486080;2266040;1979772;164900
855;2020-07-05;21:14:53;3;1.92;17.58;3690228;2057280;3704084;1486080;2266136;1979860;164908
856;2020-07-05;21:14:58;0;1.92;17.58;3689856;2057644;3704456;1486080;2266144;1979860;164916
857;2020-07-05;21:15:03;1;1.93;17.57;3687112;2060376;3707200;1486080;2266156;1979864;164924
858;2020-07-05;21:15:08;7;1.93;17.57;3686032;2061444;3708280;1486080;2266168;1979876;164924
859;2020-07-05;21:15:13;6;1.93;17.57;3686200;2061260;3708112;1486080;2266184;1979876;164940
860;2020-07-05;21:15:18;4;1.94;17.63;3689440;2056252;3704828;1486080;2267952;1981604;164940
861;2020-07-05;21:15:23;1;1.94;17.63;3690584;2055072;3703708;1486080;2267988;1981620;164956
862;2020-07-05;21:15:28;4;1.94;17.71;3693248;2050244;3700996;1486080;2270152;1983720;164964
863;2020-07-05;21:15:33;5;1.95;17.7;3691280;2052180;3702968;1486080;2270184;1983744;164972
864;2020-07-05;21:15:39;5;1.95;17.72;3694420;2048420;3699668;1486080;2270804;1984352;164976
865;2020-07-05;21:15:44;3;1.95;17.76;3694476;2047500;3699768;1486080;2271668;1985172;164992
866;2020-07-05;21:15:49;6;1.95;17.75;3693624;2048352;3700620;1486080;2271668;1985164;165000
867;2020-07-05;21:15:54;5;1.96;17.75;3695408;2046548;3698836;1486080;2271688;1985176;165008
868;2020-07-05;21:15:59;6;1.96;17.84;3691580;2048072;3702636;1486080;2273992;1987420;165008
869;2020-07-05;21:16:04;1;1.96;17.83;3660880;2078732;3733324;1486080;2274032;1987440;165024
870;2020-07-05;21:16:09;7;1.97;17.9;3659216;2078524;3734976;1486080;2275904;1989268;165024
871;2020-07-05;21:16:14;4;1.97;17.9;3660260;2077464;3733928;1486080;2275920;1989268;165040
872;2020-07-05;21:16:19;2;1.97;17.91;3663008;2073728;3731148;1486080;2276908;1990236;165040
873;2020-07-05;21:16:24;2;1.98;17.98;3663896;2071200;3730244;1486080;2278548;1991796;165072
874;2020-07-05;21:16:29;4;1.98;17.97;3659880;2075216;3734276;1486080;2278548;1991796;165072
875;2020-07-05;21:16:34;6;1.98;17.97;3659588;2075488;3734568;1486080;2278568;1991800;165088
876;2020-07-05;21:16:39;0;1.98;18.04;3661960;2071188;3732164;1486080;2280496;1993672;165096
877;2020-07-05;21:16:44;1;1.99;18.04;3661832;2071308;3732300;1486080;2280504;1993672;165104
878;2020-07-05;21:16:50;2;1.99;18.04;3661412;2071708;3732708;1486080;2280524;1993684;165112
879;2020-07-05;21:16:55;1;1.99;18.03;3661804;2071316;3732320;1486080;2280524;1993676;165120
880;2020-07-05;21:17:00;3;2;18.12;3655716;2074924;3738364;1486080;2283004;1996092;165120
881;2020-07-05;21:17:05;1;2;18.12;3656440;2074180;3737640;1486080;2283024;1996096;165136
882;2020-07-05;21:17:10;2;2;18.12;3660524;2070080;3733560;1486080;2283040;1996104;165144
883;2020-07-05;21:17:15;2;2;18.18;3658520;2070252;3735548;1486080;2284872;1997880;165152
884;2020-07-05;21:17:20;1;2.01;18.18;3658064;2070676;3735980;1486080;2284904;1997904;165160
885;2020-07-05;21:17:25;5;2.01;18.18;3658260;2070480;3735808;1486080;2284904;1997896;165168
886;2020-07-05;21:17:30;4;2.01;18.17;3658420;2070300;3735640;1486080;2284924;1997908;165176
887;2020-07-05;21:17:35;6;2.02;18.17;3657904;2070804;3736152;1486080;2284936;1997912;165184
888;2020-07-05;21:17:40;5;2.02;18.26;3660172;2066584;3733864;1486080;2286888;1999808;165192
889;2020-07-05;21:17:45;6;2.02;18.26;3660760;2065996;3733284;1486080;2286888;1999800;165200
890;2020-07-05;21:17:50;3;2.03;18.42;3667784;2054856;3726196;1486080;2291004;2003808;165208
891;2020-07-05;21:17:56;4;2.03;18.49;3670800;2050136;3723156;1486080;2292708;2005440;165236
892;2020-07-05;21:18:01;6;2.03;18.49;3673284;2047612;3720676;1486080;2292748;2005472;165244
893;2020-07-05;21:18:06;1;2.03;18.57;3673740;2044660;3720196;1486080;2295244;2007900;165252
894;2020-07-05;21:18:11;5;2.04;18.57;3673440;2044944;3720496;1486080;2295260;2007908;165260
895;2020-07-05;21:18:16;5;2.04;18.57;3674112;2044272;3719836;1486080;2295260;2007900;165268
896;2020-07-05;21:18:21;3;2.04;18.56;3674776;2043584;3719148;1486080;2295284;2007912;165276
897;2020-07-05;21:18:26;3;2.05;18.56;3674700;2043660;3719244;1486080;2295284;2007904;165284
898;2020-07-05;21:18:31;4;2.05;18.65;3676788;2039176;3717076;1486080;2297680;2010236;165292
899;2020-07-05;21:18:36;4;2.05;18.66;3676140;2039804;3717764;1486080;2297700;2010240;165308
900;2020-07-05;21:18:41;2;2.05;18.65;3677084;2038840;3716832;1486080;2297720;2010252;165316
901;2020-07-05;21:18:46;2;2.06;18.65;3677096;2038820;3716820;1486080;2297728;2010252;165324
902;2020-07-05;21:18:51;4;2.06;18.65;3677140;2038760;3716764;1486080;2297744;2010260;165332
903;2020-07-05;21:18:56;7;2.06;18.64;3676832;2039060;3717088;1486080;2297752;2010260;165340
904;2020-07-05;21:19:02;3;2.07;18.64;3677104;2038776;3716800;1486080;2297764;2010264;165348
905;2020-07-05;21:19:07;0;2.07;18.73;3674912;2038468;3718952;1486080;2300264;2012684;165364
906;2020-07-05;21:19:12;5;2.07;18.73;3674292;2039068;3719584;1486080;2300284;2012696;165372
907;2020-07-05;21:19:17;0;2.08;18.72;3681152;2032216;3712732;1486080;2300276;2012688;165372
908;2020-07-05;21:19:22;5;2.08;18.72;3682552;2030784;3711312;1486080;2300308;2012704;165388
909;2020-07-05;21:19:27;7;2.08;18.72;3682796;2030540;3711088;1486080;2300308;2012704;165388
910;2020-07-05;21:19:32;7;2.08;18.72;3682832;2030484;3711044;1486080;2300328;2012708;165404
911;2020-07-05;21:19:37;3;2.09;18.79;3685936;2025336;3707840;1486080;2302372;2014704;165404
912;2020-07-05;21:19:42;6;2.09;18.79;3685816;2025428;3708036;1486080;2302400;2014712;165424
913;2020-07-05;21:19:47;7;2.09;18.79;3685112;2026124;3708740;1486080;2302408;2014712;165432
914;2020-07-05;21:19:52;2;2.1;18.86;3689508;2019608;3704300;1486080;2304528;2016764;165440
915;2020-07-05;21:19:57;7;2.1;18.86;3690080;2019036;3703756;1486080;2304528;2016764;165440
916;2020-07-05;21:20:03;5;2.1;18.91;3691468;2016188;3702344;1486080;2305988;2018172;165456
917;2020-07-05;21:20:08;0;2.11;18.9;3691548;2016096;3702252;1486080;2306000;2018176;165464
918;2020-07-05;21:20:13;7;2.11;18.9;3690592;2017036;3703212;1486080;2306016;2018184;165472
919;2020-07-05;21:20:18;7;2.11;18.98;3692936;2012860;3700824;1486080;2307848;2019976;165472
920;2020-07-05;21:20:23;0;2.11;18.99;3694388;2010652;3699376;1486080;2308604;2020664;165488
921;2020-07-05;21:20:28;4;2.12;18.99;3692284;2012756;3701488;1486080;2308604;2020664;165488
922;2020-07-05;21:20:33;0;2.12;18.98;3691452;2013552;3702304;1486080;2308640;2020684;165504
923;2020-07-05;21:20:38;7;2.12;18.98;3691416;2013576;3702340;1486080;2308652;2020696;165504
924;2020-07-05;21:20:43;4;2.13;18.98;3693104;2011876;3700660;1486080;2308664;2020692;165520
925;2020-07-05;21:20:48;2;2.13;19;3695808;2008628;3697940;1486080;2309208;2021220;165520
926;2020-07-05;21:20:53;5;2.13;19.05;3694312;2008732;3699428;1486080;2310600;2022556;165544
927;2020-07-05;21:20:58;5;2.13;19.09;3697536;2004948;3696172;1486080;2311160;2023092;165552
928;2020-07-05;21:21:03;4;2.14;19.14;3694384;2006484;3699336;1486080;2312776;2024660;165560
929;2020-07-05;21:21:09;3;2.14;19.28;3662652;2034508;3731012;1486080;2316484;2028264;165568
930;2020-07-05;21:21:14;2;2.14;19.27;3660112;2037036;3733556;1486080;2316496;2028264;165576
931;2020-07-05;21:21:19;6;2.15;19.27;3658308;2038368;3735316;1486080;2316968;2028724;165576
932;2020-07-05;21:21:24;4;2.15;19.32;3659348;2036388;3734420;1486080;2317908;2029620;165600
933;2020-07-05;21:21:29;5;2.15;19.34;3659640;2035184;3733996;1486080;2318820;2030496;165608
934;2020-07-05;21:21:34;4;2.16;19.34;3659264;2035548;3734376;1486080;2318832;2030500;165616
935;2020-07-05;21:21:39;2;2.16;19.34;3660200;2034596;3733436;1486080;2318848;2030512;165616
936;2020-07-05;21:21:44;4;2.16;19.33;3658340;2036440;3735296;1486080;2318864;2030512;165632
937;2020-07-05;21:21:49;6;2.16;19.41;3659648;2033032;3733940;1486080;2320964;2032548;165640
938;2020-07-05;21:21:54;0;2.17;19.4;3661664;2031004;3731944;1486080;2320976;2032544;165656
939;2020-07-05;21:21:59;0;2.17;19.4;3662004;2030644;3731592;1486080;2320996;2032556;165664
940;2020-07-05;21:22:04;5;2.17;19.44;3659000;2032324;3734592;1486080;2322320;2033840;165672
941;2020-07-05;21:22:09;3;2.18;19.48;3651492;2038808;3742080;1486080;2323344;2034832;165680
942;2020-07-05;21:22:14;2;2.18;19.48;3652020;2038276;3741560;1486080;2323348;2034824;165688
943;2020-07-05;21:22:20;2;2.18;19.47;3651728;2038560;3741844;1486080;2323356;2034832;165688
944;2020-07-05;21:22:25;6;2.18;19.49;3653660;2036088;3739912;1486080;2323896;2035340;165704
945;2020-07-05;21:22:30;2;2.19;19.54;3654052;2034116;3739488;1486080;2325476;2036872;165712
946;2020-07-05;21:22:35;5;2.19;19.55;3655848;2032268;3737696;1486080;2325528;2036916;165720
947;2020-07-05;21:22:40;4;2.19;19.55;3654332;2033768;3739216;1486080;2325544;2036920;165728
948;2020-07-05;21:22:45;4;2.2;19.54;3653796;2034288;3739752;1486080;2325560;2036928;165736
949;2020-07-05;21:22:50;1;2.2;19.55;3657128;2030672;3736404;1486080;2325844;2037196;165744
950;2020-07-05;21:22:55;3;2.2;19.63;3656832;2028788;3736684;1486080;2328024;2039296;165768
951;2020-07-05;21:23:00;5;2.2;19.63;3657140;2028452;3736356;1486080;2328052;2039316;165776
952;2020-07-05;21:23:05;5;2.21;19.62;3655820;2029764;3737684;1486080;2328060;2039316;165784
953;2020-07-05;21:23:10;3;2.21;19.64;3657432;2027608;3736060;1486080;2328604;2039840;165792
954;2020-07-05;21:23:15;5;2.21;19.68;3650112;2033752;3743380;1486080;2329780;2040980;165800
955;2020-07-05;21:23:21;0;2.22;19.7;3654160;2029152;3739316;1486080;2330332;2041516;165800
956;2020-07-05;21:23:26;4;2.22;19.76;3655684;2025968;3737780;1486080;2331992;2043100;165832
957;2020-07-05;21:23:31;2;2.22;19.75;3654804;2026828;3738652;1486080;2332012;2043112;165840
958;2020-07-05;21:23:36;2;2.22;19.83;3658872;2020680;3734568;1486080;2334092;2045136;165848
959;2020-07-05;21:23:41;4;2.23;19.83;3658216;2021320;3735216;1486080;2334108;2045144;165856
960;2020-07-05;21:23:46;0;2.23;19.82;3658748;2020788;3734696;1486080;2334108;2045136;165864
961;2020-07-05;21:23:51;2;2.23;19.82;3658860;2020664;3734576;1486080;2334120;2045140;165872
962;2020-07-05;21:23:56;6;2.24;19.83;3662228;2016756;3731168;1486080;2334660;2045656;165880
963;2020-07-05;21:24:01;3;2.24;19.89;3659452;2018052;3733940;1486080;2336140;2047092;165888
964;2020-07-05;21:24:06;6;2.24;19.88;3658844;2018656;3734572;1486080;2336144;2047088;165896
965;2020-07-05;21:24:11;4;2.24;19.88;3657684;2019800;3735724;1486080;2336160;2047096;165904
966;2020-07-05;21:24:16;1;2.25;19.9;3659928;2016772;3733480;1486080;2336944;2047856;165912
967;2020-07-05;21:24:21;6;2.25;19.95;3657232;2018156;3736152;1486080;2338256;2049128;165920
968;2020-07-05;21:24:27;4;2.25;19.94;3659004;2016384;3734388;1486080;2338256;2049120;165928
969;2020-07-05;21:24:32;7;2.26;19.94;3658944;2016424;3734440;1486080;2338276;2049132;165936
970;2020-07-05;21:24:37;3;2.26;19.94;3659740;2015616;3733652;1486080;2338288;2049136;165944
971;2020-07-05;21:24:42;6;2.26;19.95;3661508;2013536;3731872;1486080;2338600;2049428;165952
972;2020-07-05;21:24:47;3;2.26;19.95;3661752;2013292;3731628;1486080;2338600;2049420;165960
973;2020-07-05;21:24:52;2;2.27;20.07;3667540;2004732;3725812;1486080;2341372;2052108;165976
974;2020-07-05;21:24:57;1;2.27;20.1;3668776;2002436;3724564;1486080;2342432;2053132;165984
975;2020-07-05;21:25:02;7;2.27;20.11;3669404;2001792;3723928;1486080;2342448;2053132;166000
976;2020-07-05;21:25:07;1;2.28;20.11;3670700;2000224;3722596;1486080;2342720;2053400;166000
977;2020-07-05;21:25:12;2;2.28;20.18;3670604;1998452;3722704;1486080;2344588;2055208;166016
978;2020-07-05;21:25:17;3;2.28;20.17;3662660;2006392;3730652;1486080;2344592;2055208;166016
979;2020-07-05;21:25:22;1;2.29;20.18;3658572;2010184;3734736;1486080;2344888;2055480;166032
980;2020-07-05;21:25:27;4;2.29;20.25;3660536;2006260;3732748;1486080;2346848;2057392;166032
981;2020-07-05;21:25:33;6;2.29;20.25;3672096;1994668;3721176;1486080;2346880;2057408;166048
982;2020-07-05;21:25:38;0;2.29;20.24;3665272;2001504;3728012;1486080;2346868;2057396;166048
983;2020-07-05;21:25:43;0;2.3;20.25;3659820;2006684;3733452;1486080;2347140;2057644;166064
984;2020-07-05;21:25:48;7;2.3;20.31;3657732;2007104;3735528;1486080;2348808;2059268;166064
985;2020-07-05;21:25:53;0;2.3;20.31;3658684;2006136;3734572;1486080;2348824;2059264;166080
986;2020-07-05;21:25:58;4;2.3;20.3;3658976;2005832;3734280;1486080;2348836;2059276;166080
987;2020-07-05;21:26:03;4;2.31;20.3;3661644;2003132;3731608;1486080;2348868;2059292;166096
988;2020-07-05;21:26:08;6;2.31;20.39;3662364;1999988;3730856;1486080;2351292;2061652;166096
989;2020-07-05;21:26:13;1;2.31;20.38;3663020;1999312;3730192;1486080;2351312;2061652;166112
990;2020-07-05;21:26:18;2;2.32;20.39;3666136;1995732;3727048;1486080;2351776;2062112;166112
991;2020-07-05;21:26:23;7;2.32;20.47;3661880;1997696;3731300;1486080;2354068;2064308;166144
992;2020-07-05;21:26:28;0;2.32;20.47;3654552;2005024;3738636;1486080;2354068;2064308;166144
993;2020-07-05;21:26:33;6;2.32;20.47;3655096;2004460;3738092;1486080;2354088;2064312;166160
994;2020-07-05;21:26:39;6;2.33;20.46;3655968;2003588;3737220;1486080;2354088;2064312;166160
995;2020-07-05;21:26:44;1;2.33;20.46;3659396;2000128;3733792;1486080;2354120;2064328;166176
996;2020-07-05;21:26:49;7;2.33;20.53;3659872;1997636;3733284;1486080;2356136;2066288;166184
997;2020-07-05;21:26:54;7;2.34;20.53;3659688;1997804;3733468;1486080;2356152;2066296;166192
998;2020-07-05;21:26:59;2;2.34;20.52;3659724;1997760;3733440;1486080;2356160;2066292;166200
999;2020-07-05;21:27:04;5;2.34;20.52;3660408;1997060;3732756;1486080;2356176;2066300;166208
1000;2020-07-05;21:27:09;7;2.34;20.6;3663520;1991812;3729508;1486080;2358312;2068452;166208
1001;2020-07-05;21:27:14;1;2.35;20.59;3664476;1990768;3728652;1486080;2358400;2068452;166224
1002;2020-07-05;21:27:19;7;2.35;20.59;3664936;1990284;3728188;1486080;2358424;2068476;166224
1003;2020-07-05;21:27:24;2;2.35;20.59;3663220;1991980;3729908;1486080;2358444;2068480;166240
1004;2020-07-05;21:27:29;0;2.36;20.6;3662616;1992304;3730504;1486080;2358724;2068748;166248
1005;2020-07-05;21:27:34;2;2.36;20.67;3664240;1988736;3728868;1486080;2360668;2070632;166256
1006;2020-07-05;21:27:39;0;2.36;20.66;3662728;1990244;3730376;1486080;2360672;2070632;166256
1007;2020-07-05;21:27:45;3;2.36;20.66;3662764;1990188;3730340;1486080;2360692;2070632;166272
1008;2020-07-05;21:27:50;1;2.37;20.65;3662536;1990416;3730568;1486080;2360692;2070632;166272
1009;2020-07-05;21:27:55;3;2.37;20.65;3663536;1989396;3729568;1486080;2360712;2070636;166288
1010;2020-07-05;21:28:00;1;2.37;20.65;3665588;1987300;3727488;1486080;2360756;2070680;166288
1011;2020-07-05;21:28:05;7;2.38;20.74;3665724;1984700;3727332;1486080;2363220;2073052;166320
1012;2020-07-05;21:28:10;1;2.38;20.73;3666896;1983520;3726168;1486080;2363228;2073060;166320
1013;2020-07-05;21:28:15;4;2.38;20.73;3668052;1982356;3725020;1486080;2363236;2073052;166336
1014;2020-07-05;21:28:20;6;2.38;20.73;3667844;1982552;3725216;1486080;2363248;2073064;166336
1015;2020-07-05;21:28:25;2;2.39;20.73;3667672;1982704;3725388;1486080;2363268;2073068;166352
1016;2020-07-05;21:28:30;7;2.39;20.72;3668416;1981940;3724640;1486080;2363288;2073080;166360
1017;2020-07-05;21:28:35;0;2.39;20.72;3669312;1981044;3723760;1486080;2363288;2073072;166368
1018;2020-07-05;21:28:40;7;2.4;20.79;3670596;1977948;3722444;1486080;2365100;2074820;166384
1019;2020-07-05;21:28:45;0;2.4;20.79;3669316;1979220;3723724;1486080;2365108;2074812;166400
1020;2020-07-05;21:28:51;5;2.4;20.9;3675212;1970392;3717792;1486080;2368040;2077660;166408
1021;2020-07-05;21:28:56;4;2.4;20.9;3675060;1970528;3717932;1486080;2368056;2077668;166416
1022;2020-07-05;21:29:01;7;2.41;20.89;3675404;1970152;3717588;1486080;2368088;2077688;166424
1023;2020-07-05;21:29:06;1;2.41;20.89;3675908;1969656;3717100;1486080;2368080;2077672;166432
1024;2020-07-05;21:29:11;3;2.41;20.89;3675608;1969940;3717388;1486080;2368096;2077680;166440
1025;2020-07-05;21:29:16;7;2.42;20.88;3683256;1962288;3709752;1486080;2368100;2077676;166448
1026;2020-07-05;21:29:21;5;2.42;20.97;3686148;1957244;3706816;1486080;2370252;2079768;166456
1027;2020-07-05;21:29:26;2;2.42;20.97;3687672;1955696;3705308;1486080;2370276;2079776;166464
1028;2020-07-05;21:29:31;4;2.42;20.97;3687588;1955772;3705392;1486080;2370284;2079776;166472
1029;2020-07-05;21:29:36;2;2.43;21.01;3689344;1952700;3703612;1486080;2371600;2081048;166480
1030;2020-07-05;21:29:41;0;2.43;21.03;3692468;1948776;3700484;1486080;2372400;2081820;166488
1031;2020-07-05;21:29:46;1;2.43;21.1;3694352;1944996;3698564;1486080;2374296;2083660;166496
1032;2020-07-05;21:29:51;7;2.44;21.1;3689228;1950108;3703696;1486080;2374308;2083664;166504
1033;2020-07-05;21:29:57;5;2.44;21.16;3691824;1945660;3701072;1486080;2376160;2085448;166520
1034;2020-07-05;21:30:02;2;2.44;21.17;3692436;1945028;3700464;1486080;2376180;2085460;166528
1035;2020-07-05;21:30:07;0;2.45;21.22;3695788;1940280;3697180;1486080;2377576;2086824;166536
1036;2020-07-05;21:30:12;2;2.45;21.25;3695016;1940064;3697856;1486080;2378564;2087772;166544
1037;2020-07-05;21:30:17;3;2.45;21.25;3695316;1939300;3697096;1486080;2379028;2088228;166552
1038;2020-07-05;21:30:22;0;2.45;21.27;3696316;1937972;3696536;1486080;2379356;2088536;166552
1039;2020-07-05;21:30:27;3;2.46;21.32;3696472;1936500;3696376;1486080;2380672;2089808;166568
1040;2020-07-05;21:30:32;7;2.46;21.31;3696724;1936236;3696128;1486080;2380684;2089808;166576
1041;2020-07-05;21:30:37;4;2.46;21.31;3696908;1936032;3695932;1486080;2380704;2089820;166584
1042;2020-07-05;21:30:42;2;2.46;21.34;3698464;1933968;3694380;1486080;2381212;2090644;166592
1043;2020-07-05;21:30:47;1;2.47;21.41;3698484;1931460;3694328;1486080;2383700;2092720;166600
1044;2020-07-05;21:30:52;3;2.47;21.41;3699480;1930444;3693324;1486080;2383720;2092724;166616
1045;2020-07-05;21:30:57;3;2.47;21.4;3700212;1929696;3692588;1486080;2383736;2092740;166616
1046;2020-07-05;21:31:02;6;2.48;21.4;3698996;1930896;3693808;1486080;2383752;2092740;166632
1047;2020-07-05;21:31:08;6;2.48;21.4;3698208;1931684;3694604;1486080;2383752;2092740;166632
1048;2020-07-05;21:31:13;7;2.48;21.39;3697624;1932252;3695188;1486080;2383768;2092740;166648
1049;2020-07-05;21:31:18;3;2.48;21.39;3698968;1930456;3693840;1486080;2384220;2093188;166648
1050;2020-07-05;21:31:23;5;2.49;21.44;3701108;1926908;3691596;1485824;2385628;2094532;166672
1051;2020-07-05;21:31:28;2;2.49;21.47;3700964;1926524;3691816;1485824;2386156;2095024;166696
1052;2020-07-05;21:31:33;5;2.49;21.47;3701760;1925720;3691020;1485824;2386164;2095016;166712
1053;2020-07-05;21:31:38;1;2.5;21.93;3702100;1925248;3690632;1485824;2386296;2095024;166744
1054;2020-07-05;21:31:43;4;2.5;21.93;3702048;1925272;3690676;1485824;2386324;2095028;166764
1055;2020-07-05;21:31:48;4;2.5;21.92;3701788;1925532;3690944;1485824;2386324;2095028;166764
1056;2020-07-05;21:31:53;7;2.51;21.93;3702544;1924744;3690188;1485824;2386356;2095044;166780
1057;2020-07-05;21:31:58;1;2.51;21.93;3703372;1923900;3689364;1485824;2386372;2095060;166780
1058;2020-07-05;21:32:03;3;2.51;22.03;3703132;1921448;3689576;1485824;2389064;2097692;166796
1059;2020-07-05;21:32:08;4;2.51;22.1;3673796;1948808;3718796;1485824;2391040;2099544;166816
1060;2020-07-05;21:32:14;2;2.52;22.1;3673416;1949172;3719220;1485824;2391056;2099544;166832
1061;2020-07-05;21:32:19;4;2.52;22.09;3672640;1949984;3720012;1485824;2391020;2099540;166840
1062;2020-07-05;21:32:24;5;2.52;22.09;3672184;1950428;3720476;1485824;2391032;2099544;166848
1063;2020-07-05;21:32:29;1;2.53;22.11;3675700;1946372;3716916;1485824;2391572;2100064;166856
1064;2020-07-05;21:32:34;7;2.53;22.17;3675604;1944688;3717020;1485824;2393352;2101792;166864
1065;2020-07-05;21:32:39;3;2.53;22.17;3675396;1944888;3717236;1485824;2393360;2101788;166872
