#amostra;data;hora;cpu_em_uso;cpu_percent;kb_wr_s;mem_used;mem_free;mem_avaliable;swap_used;reservado_cache_buffer;cached;buffer
265;2020-07-05;20:24:58;5;0.09;1.56;3452972;2656096;3924416;1486080;1904576;1634144;158392
266;2020-07-05;20:25:03;7;0.09;1.56;3454288;2654908;3923172;1486080;1904448;1634144;158400
267;2020-07-05;20:25:08;5;0.09;1.56;3454388;2651500;3919844;1486080;1907756;1637312;158408
268;2020-07-05;20:25:13;5;0.09;1.56;3454036;2654892;3923176;1486080;1904716;1634396;158416
269;2020-07-05;20:25:18;2;0.09;1.56;3454376;2654412;3922776;1486080;1904856;1634392;158424
270;2020-07-05;20:25:23;2;0.09;1.56;3453948;2654648;3923004;1486080;1905048;1634608;158432
271;2020-07-05;20:25:28;2;0.09;1.56;3453612;2655168;3923480;1486080;1904864;1634520;158440
272;2020-07-05;20:25:33;2;0.09;1.56;3453980;2655192;3923584;1486080;1904472;1633988;158448
273;2020-07-05;20:25:38;2;0.09;1.56;3452424;2656672;3925100;1486080;1904548;1634020;158480
274;2020-07-05;20:25:43;2;0.09;1.56;3454060;2655012;3923452;1486080;1904572;1634032;158488
275;2020-07-05;20:25:49;7;0.09;1.56;3454060;2655024;3923408;1486080;1904560;1634144;158496
276;2020-07-05;20:25:54;7;0.09;1.55;3455756;2653060;3921512;1486080;1904828;1634284;158504
277;2020-07-05;20:25:59;7;0.09;1.55;3454828;2654052;3922516;1486080;1904764;1634208;158512
278;2020-07-05;20:26:04;7;0.09;1.55;3454472;2654552;3922964;1486080;1904620;1634180;158520
279;2020-07-05;20:26:09;5;0.09;1.55;3453460;2655584;3924016;1486080;1904600;1634160;158536
280;2020-07-05;20:26:14;2;0.09;1.55;3454164;2651340;3919848;1486080;1908140;1637456;158536
281;2020-07-05;20:26:19;3;0.09;1.55;3454172;2654172;3923120;1486080;1905300;1634712;158552
282;2020-07-05;20:26:24;4;0.09;1.55;3455072;2653036;3922016;1486080;1905536;1634940;158552
283;2020-07-05;20:26:29;3;0.09;1.55;3454816;2653596;3922380;1486080;1905232;1634608;158576
284;2020-07-05;20:26:34;3;0.09;1.55;3455412;2653144;3921936;1486080;1905088;1634476;158576
285;2020-07-05;20:26:39;3;0.09;1.55;3455388;2653384;3922216;1486080;1904872;1634204;158616
286;2020-07-05;20:26:44;3;0.09;1.55;3455680;2652896;3921800;1486080;1905068;1634396;158616
287;2020-07-05;20:26:49;3;0.09;1.55;3455136;2653732;3922592;1486080;1904776;1634088;158640
288;2020-07-05;20:26:55;3;0.09;1.55;3453860;2654828;3923644;1486080;1904956;1634392;158640
289;2020-07-05;20:27:00;3;0.09;1.55;3454536;2651156;3920040;1486080;1907952;1637256;158656
290;2020-07-05;20:27:05;3;0.09;1.55;3453508;2651968;3920864;1486080;1908168;1637456;158656
291;2020-07-05;20:27:10;3;0.09;1.55;3453852;2651832;3920740;1486080;1907960;1637228;158672
292;2020-07-05;20:27:15;3;0.09;1.55;3453864;2654660;3923576;1486080;1905120;1634380;158680
293;2020-07-05;20:27:20;3;0.09;1.55;3455136;2653212;3922140;1486080;1905296;1634548;158688
294;2020-07-05;20:27:25;3;0.09;1.55;3455696;2652524;3921460;1486080;1905424;1634676;158688
295;2020-07-05;20:27:30;3;0.09;1.55;3456444;2651880;3920828;1486080;1905320;1634552;158704
296;2020-07-05;20:27:35;3;0.09;1.55;3455992;2652232;3921192;1486080;1905420;1634640;158712
297;2020-07-05;20:27:40;3;0.09;1.55;3454824;2653764;3922764;1486080;1905056;1634244;158744
298;2020-07-05;20:27:45;3;0.09;1.55;3454172;2654268;3923276;1486080;1905204;1634400;158752
299;2020-07-05;20:27:50;6;0.09;1.55;3454452;2654040;3923052;1486080;1905152;1634344;158760
300;2020-07-05;20:27:56;6;0.09;1.55;3455876;2652512;3921532;1486080;1905256;1634432;158768
301;2020-07-05;20:28:01;6;0.09;1.55;3455640;2652896;3921924;1486080;1905108;1634284;158776
302;2020-07-05;20:28:06;6;0.09;1.55;3455580;2653032;3922004;1486080;1905032;1634340;158784
303;2020-07-05;20:28:11;6;0.09;1.55;3456908;2651588;3920628;1486080;1905148;1634312;158792
304;2020-07-05;20:28:16;6;0.09;1.55;3457036;2651368;3920408;1486080;1905240;1634408;158800
305;2020-07-05;20:28:21;6;0.09;1.54;3457040;2648332;3917392;1486080;1908272;1637432;158808
306;2020-07-05;20:28:26;6;0.09;1.54;3455672;2652436;3921516;1486080;1905536;1634664;158816
307;2020-07-05;20:28:31;6;0.09;1.54;3456436;2651608;3920700;1486080;1905600;1634716;158824
308;2020-07-05;20:28:36;6;0.09;1.54;3457260;2650572;3919668;1486080;1905812;1634916;158832
309;2020-07-05;20:28:41;7;0.09;1.54;3458092;2649956;3919100;1486080;1905596;1634664;158864
310;2020-07-05;20:28:46;7;0.09;1.54;3457460;2650232;3919376;1486080;1905952;1635012;158872
311;2020-07-05;20:28:51;7;0.09;1.54;3457408;2650744;3919908;1486080;1905492;1634544;158880
312;2020-07-05;20:28:57;7;0.09;1.54;3457656;2650492;3919660;1486080;1905496;1634536;158888
313;2020-07-05;20:29:02;7;0.09;1.54;3457840;2650280;3919464;1486080;1905524;1634556;158896
314;2020-07-05;20:29:07;7;0.09;1.54;3458396;2649664;3918856;1486080;1905584;1634608;158904
315;2020-07-05;20:29:12;0;0.09;1.54;3458564;2649484;3918684;1486080;1905596;1634612;158912
316;2020-07-05;20:29:17;0;0.09;1.54;3459424;2648716;3917860;1486080;1905504;1634652;158920
317;2020-07-05;20:29:22;3;0.09;1.57;3463864;2641184;3910388;1486080;1908596;1637640;158928
318;2020-07-05;20:29:27;4;0.09;1.57;3463196;2644632;3913876;1486080;1905816;1634816;158944
319;2020-07-05;20:29:32;4;0.09;1.57;3463220;2644728;3913916;1486080;1905696;1634828;158952
320;2020-07-05;20:29:37;4;0.09;1.57;3463080;2644592;3913856;1486080;1905972;1634932;158984
321;2020-07-05;20:29:42;4;0.09;1.57;3462920;2644840;3914116;1486080;1905884;1634864;158992
322;2020-07-05;20:29:47;1;0.09;1.57;3463064;2644956;3914244;1486080;1905624;1634604;159000
323;2020-07-05;20:29:52;1;0.09;1.57;3464180;2643720;3913032;1486080;1905744;1634676;159008
324;2020-07-05;20:29:58;1;0.09;1.57;3464764;2643280;3912536;1486080;1905600;1634668;159016
325;2020-07-05;20:30:03;7;0.09;1.59;3462408;2645532;3914804;1486080;1905704;1634764;159024
326;2020-07-05;20:30:08;7;0.09;1.59;3463016;2644900;3914248;1486080;1905728;1634640;159032
327;2020-07-05;20:30:13;7;0.09;1.59;3462436;2645412;3914772;1486080;1905796;1634700;159040
328;2020-07-05;20:30:18;0;0.09;1.59;3461884;2646288;3915580;1486080;1905472;1634508;159048
329;2020-07-05;20:30:23;0;0.09;1.59;3459092;2645684;3915060;1486080;1908868;1637764;159056
330;2020-07-05;20:30:28;1;0.09;1.59;3461504;2646004;3915388;1486080;1906136;1635012;159064
331;2020-07-05;20:30:33;1;0.09;1.59;3463020;2641540;3910996;1486080;1909084;1637956;159072
332;2020-07-05;20:30:38;2;0.09;1.59;3457396;2650260;3919752;1486080;1905988;1634820;159104
333;2020-07-05;20:30:43;4;0.09;1.59;3456820;2650568;3920064;1486080;1906256;1635088;159112
334;2020-07-05;20:30:48;4;0.09;1.59;3456512;2651364;3920860;1486080;1905768;1634608;159120
335;2020-07-05;20:30:53;4;0.09;1.59;3457296;2650536;3920044;1486080;1905812;1634628;159128
336;2020-07-05;20:30:58;4;0.09;1.59;3456488;2651484;3920940;1486080;1905672;1634616;159136
337;2020-07-05;20:31:04;4;0.09;1.59;3457600;2650112;3919656;1486080;1905932;1634728;159144
338;2020-07-05;20:31:09;6;0.09;1.59;3457068;2650752;3920308;1486080;1905824;1634608;159152
339;2020-07-05;20:31:14;6;0.09;2.13;3456472;2651260;3920852;1486080;1905912;1634612;159208
340;2020-07-05;20:31:19;6;0.09;2.13;3457352;2650152;3920040;1486080;1906140;1634824;159216
341;2020-07-05;20:31:24;6;0.09;2.13;3458152;2649120;3919016;1486080;1906372;1635044;159224
342;2020-07-05;20:31:29;6;0.09;2.13;3458244;2646120;3916028;1486080;1909280;1637940;159232
343;2020-07-05;20:31:34;6;0.09;2.13;3456572;2650536;3920456;1486080;1906536;1635188;159240
344;2020-07-05;20:31:39;6;0.09;2.13;3456500;2650744;3920676;1486080;1906400;1635012;159276
345;2020-07-05;20:31:44;6;0.09;2.13;3457664;2649404;3919376;1486080;1906576;1635168;159284
346;2020-07-05;20:31:49;6;0.09;2.13;3458280;2649208;3919192;1486080;1906156;1634732;159300
347;2020-07-05;20:31:54;6;0.09;2.13;3458088;2649128;3919116;1486080;1906428;1635020;159300
348;2020-07-05;20:31:59;6;0.09;2.13;3457348;2647144;3917132;1486080;1909152;1637736;159316
349;2020-07-05;20:32:04;6;0.09;2.12;3458664;2648636;3918644;1486080;1906344;1634920;159324
350;2020-07-05;20:32:10;6;0.09;2.12;3457252;2650292;3920308;1486080;1906100;1634660;159332
351;2020-07-05;20:32:15;6;0.09;2.12;3456612;2650908;3920860;1486080;1906124;1634828;159332
352;2020-07-05;20:32:20;6;0.09;2.12;3456892;2650440;3920472;1486080;1906312;1634860;159348
353;2020-07-05;20:32:25;3;0.09;2.12;3457236;2650048;3920092;1486080;1906360;1634900;159348
354;2020-07-05;20:32:30;5;0.09;2.12;3456904;2650488;3920544;1486080;1906252;1634772;159364
355;2020-07-05;20:32:35;5;0.09;2.12;3455864;2651072;3921140;1486080;1906708;1635228;159364
356;2020-07-05;20:32:40;5;0.09;2.12;3458388;2648616;3918716;1486080;1906640;1635132;159404
357;2020-07-05;20:32:45;5;0.09;2.12;3457960;2648928;3919036;1486080;1906756;1635240;159412
358;2020-07-05;20:32:50;6;0.09;2.12;3465668;2631840;3901976;1486080;1916136;1644580;159444
359;2020-07-05;20:32:55;1;0.09;2.24;3494064;2617084;3888916;1486080;1902496;1632944;159460
360;2020-07-05;20:33:00;7;0.1;2.45;3534692;2529412;3806260;1486080;1949540;1677748;159604
361;2020-07-05;20:33:05;5;0.11;2.62;3515440;2597280;3877792;1486080;1900924;1629120;159612
362;2020-07-05;20:33:10;5;0.12;2.71;3491876;2605088;3887492;1486080;1916680;1644768;159620
363;2020-07-05;20:33:16;5;0.12;2.82;3494080;2600324;3885292;1486080;1919240;1647224;159724
364;2020-07-05;20:33:21;1;0.13;2.82;3495208;2599152;3884160;1486080;1919284;1647244;159748
365;2020-07-05;20:33:26;3;0.13;2.91;3499564;2592808;3879808;1486080;1921272;1649224;159756
366;2020-07-05;20:33:31;1;0.14;3;3505412;2584760;3873944;1486080;1923472;1651404;159772
367;2020-07-05;20:33:36;5;0.14;3.01;3506272;2583884;3873100;1486080;1923488;1651408;159780
368;2020-07-05;20:33:41;6;0.15;3.09;3508200;2580152;3871168;1486080;1925292;1653204;159788
369;2020-07-05;20:33:46;3;0.15;3.11;3510748;2575568;3867044;1486080;1927328;1655232;159796
370;2020-07-05;20:33:51;4;0.16;3.18;3513748;2571156;3864268;1486080;1928740;1656632;159808
371;2020-07-05;20:33:56;1;0.16;3.18;3512944;2571944;3865072;1486080;1928756;1656640;159816
372;2020-07-05;20:34:01;6;0.17;3.29;3495568;2587200;3882452;1486080;1930876;1658744;159832
373;2020-07-05;20:34:06;0;0.17;3.3;3496512;2586236;3881508;1486080;1930896;1658756;159840
374;2020-07-05;20:34:11;3;0.18;3.39;3500268;2580504;3877736;1486080;1932872;1660680;159848
375;2020-07-05;20:34:16;3;0.18;3.39;3509716;2571044;3868284;1486080;1932884;1660684;159856
376;2020-07-05;20:34:21;2;0.19;3.45;3513988;2565116;3864016;1486080;1934540;1662328;159864
377;2020-07-05;20:34:26;7;0.19;3.45;3516092;2563000;3861908;1486080;1934552;1662332;159872
378;2020-07-05;20:34:32;7;0.2;3.55;3518248;2558680;3859740;1486080;1936716;1664468;159896
379;2020-07-05;20:34:37;3;0.2;3.56;3520280;2556624;3857724;1486080;1936740;1664484;159904
380;2020-07-05;20:34:42;7;0.21;3.56;3521480;2555396;3856516;1486080;1936768;1664496;159920
381;2020-07-05;20:34:47;1;0.22;3.63;3524440;2550620;3853560;1486080;1938584;1666312;159920
382;2020-07-05;20:34:52;1;0.22;3.64;3515540;2559492;3862452;1486080;1938612;1666324;159936
383;2020-07-05;20:34:57;1;0.23;3.64;3516088;2558956;3861916;1486080;1938600;1666304;159944
384;2020-07-05;20:35:02;7;0.23;3.74;3512196;2560352;3865804;1486080;1941096;1668780;159960
385;2020-07-05;20:35:07;6;0.24;3.74;3500668;2571860;3877324;1486080;1941116;1668792;159968
386;2020-07-05;20:35:12;7;0.24;3.74;3501388;2571132;3876604;1486080;1941124;1668792;159976
387;2020-07-05;20:35:17;5;0.25;3.74;3503104;2569400;3874896;1486080;1941140;1668808;159976
388;2020-07-05;20:35:22;5;0.25;3.8;3507800;2563332;3870204;1486080;1942512;1670144;160012
389;2020-07-05;20:35:27;7;0.26;3.91;3514144;2554460;3863860;1486080;1945040;1672616;160068
390;2020-07-05;20:35:32;6;0.26;3.91;3514548;2554036;3863460;1486080;1945060;1672620;160084
391;2020-07-05;20:35:38;0;0.27;3.98;3518712;2548060;3859248;1486080;1946872;1674388;160092
392;2020-07-05;20:35:43;3;0.27;4.09;3525880;2538392;3852072;1486080;1949372;1676812;160100
393;2020-07-05;20:35:48;1;0.28;4.08;3525204;2539056;3852744;1486080;1949384;1676816;160108
394;2020-07-05;20:35:53;5;0.28;4.08;3525132;2539120;3852820;1486080;1949392;1676816;160116
395;2020-07-05;20:35:58;3;0.29;4.08;3524668;2539572;3853284;1486080;1949404;1676828;160116
396;2020-07-05;20:36:03;1;0.29;4.08;3525244;2538976;3852708;1486080;1949424;1676832;160132
397;2020-07-05;20:36:08;6;0.3;4.17;3510056;2552028;3867868;1486080;1951560;1678904;160140
398;2020-07-05;20:36:13;0;0.3;4.18;3503036;2559040;3874888;1486080;1951568;1678904;160148
399;2020-07-05;20:36:18;6;0.31;4.17;3502972;2558848;3874948;1486080;1951824;1679140;160164
400;2020-07-05;20:36:23;3;0.31;4.17;3503788;2558024;3874132;1486080;1951832;1679140;160172
401;2020-07-05;20:36:28;0;0.32;4.17;3502800;2559012;3875120;1486080;1951832;1679140;160172
402;2020-07-05;20:36:33;3;0.32;4.17;3503836;2557944;3874084;1486080;1951864;1679156;160188
403;2020-07-05;20:36:38;6;0.33;4.28;3513120;2546480;3864776;1486080;1954044;1681272;160196
404;2020-07-05;20:36:44;3;0.33;4.47;3524724;2544592;3867504;1486080;1944328;1671404;160204
405;2020-07-05;20:36:49;6;0.34;4.56;3472252;2589456;3913760;1486080;1951936;1678920;160220
406;2020-07-05;20:36:54;0;0.34;4.56;3468764;2538040;3862428;1486080;2006840;1733796;160228
407;2020-07-05;20:36:59;5;0.35;4.58;3450576;2555788;3880584;1486080;2007280;1734184;160236
408;2020-07-05;20:37:04;4;0.36;4.59;3452568;2553768;3878604;1486080;2007308;1734188;160260
409;2020-07-05;20:37:09;3;0.36;4.63;3454708;2550616;3876436;1486080;2008320;1735164;160268
410;2020-07-05;20:37:14;5;0.37;4.63;3449720;2555584;3881436;1486080;2008340;1735176;160276
411;2020-07-05;20:37:19;4;0.37;4.66;3447972;2557196;3883176;1486080;2008476;1735304;160284
412;2020-07-05;20:37:24;4;0.38;4.65;3449672;2555496;3881484;1486080;2008476;1735296;160292
413;2020-07-05;20:37:29;4;0.39;4.65;3449132;2556008;3882016;1486080;2008504;1735316;160300
414;2020-07-05;20:37:34;4;0.39;4.67;3441052;2646172;3972164;1486080;1926420;1653224;160308
415;2020-07-05;20:37:39;7;0.39;4.81;3476824;2572412;3901636;1486080;1964408;1693164;160324
416;2020-07-05;20:37:44;3;0.4;4.82;3471388;2594468;3923996;1486080;1947788;1674448;160332
417;2020-07-05;20:37:50;2;0.4;4.92;3465720;2598552;3930320;1486080;1949372;1675956;160348
418;2020-07-05;20:37:55;5;0.41;4.93;3467376;2596880;3928676;1486080;1949388;1675972;160348
419;2020-07-05;20:38:00;3;0.41;4.99;3475048;2587620;3920956;1486080;1950976;1677504;160364
420;2020-07-05;20:38:05;7;0.42;4.99;3474908;2587764;3921120;1486080;1950972;1677500;160364
421;2020-07-05;20:38:10;2;0.42;5.02;3473956;2588664;3922068;1486080;1951024;1677536;160380
422;2020-07-05;20:38:15;7;0.43;5.02;3430116;2632504;3965912;1486080;1951024;1677536;160380
423;2020-07-05;20:38:20;7;0.43;5.01;3431348;2631232;3964664;1486080;1951064;1677560;160396
424;2020-07-05;20:38:25;5;0.44;5.01;3432640;2629944;3963388;1486080;1951060;1677556;160396
425;2020-07-05;20:38:30;2;0.44;5.01;3434848;2627708;3961168;1486080;1951088;1677568;160412
426;2020-07-05;20:38:35;5;0.45;5.01;3434036;2628528;3961996;1486080;1951080;1677560;160412
427;2020-07-05;20:38:40;1;0.45;5.01;3431172;2631368;3964844;1486080;1951104;1677568;160428
428;2020-07-05;20:38:45;5;0.45;5.05;3428368;2651108;3984644;1486080;1934168;1660532;160428
429;2020-07-05;20:38:50;6;0.45;5.07;3447600;2601700;3935480;1486080;1964344;1690660;160444
430;2020-07-05;20:38:56;2;0.46;5.28;3465672;2593884;3932620;1486080;1954088;1680288;160452
431;2020-07-05;20:39:01;4;0.46;5.37;3473832;2583684;3924500;1486080;1956128;1682248;160468
432;2020-07-05;20:39:06;3;0.47;5.45;3475348;2580264;3922924;1486080;1958032;1684084;160484
433;2020-07-05;20:39:11;1;0.47;5.54;3483432;2570020;3914856;1486080;1960192;1686180;160500
434;2020-07-05;20:39:16;5;0.47;5.54;3487544;2565908;3910760;1486080;1960192;1686180;160500
435;2020-07-05;20:39:21;2;0.48;5.62;3491804;2559772;3906460;1486080;1962068;1687988;160516
436;2020-07-05;20:39:26;0;0.48;5.64;3493520;2557560;3904752;1486080;1962564;1688472;160516
437;2020-07-05;20:39:31;0;0.49;5.7;3499268;2550260;3898960;1486080;1964116;1689968;160540
438;2020-07-05;20:39:36;1;0.49;5.7;3500128;2549400;3898132;1486080;1964116;1689960;160548
439;2020-07-05;20:39:41;6;0.49;5.76;3500224;2547872;3898012;1486080;1965548;1691344;160556
440;2020-07-05;20:39:46;2;0.5;5.75;3502908;2545196;3895336;1486080;1965540;1691336;160556
441;2020-07-05;20:39:51;6;0.5;5.83;3505152;2541084;3893056;1486080;1967408;1693148;160572
442;2020-07-05;20:39:56;0;0.5;5.83;3506540;2539692;3891676;1486080;1967412;1693152;160572
443;2020-07-05;20:40:01;7;0.51;5.9;3510488;2533836;3887712;1486080;1969320;1694980;160604
444;2020-07-05;20:40:07;5;0.51;5.9;3510444;2533880;3887756;1486080;1969320;1694980;160604
445;2020-07-05;20:40:12;1;0.52;5.91;3512192;2532104;3886004;1486080;1969348;1694992;160620
446;2020-07-05;20:40:17;4;0.52;5.99;3513368;2528392;3884280;1486080;1971884;1697472;160628
447;2020-07-05;20:40:22;0;0.52;5.98;3515664;2526600;3882512;1486080;1971380;1696960;160636
448;2020-07-05;20:40:27;2;0.53;6.08;3521152;2518616;3876964;1486080;1973876;1699380;160644
449;2020-07-05;20:40:32;3;0.53;6.08;3518788;2520968;3879348;1486080;1973888;1699384;160652
450;2020-07-05;20:40:37;1;0.53;6.08;3518576;2521080;3879560;1486080;1973988;1699476;160660
451;2020-07-05;20:40:42;5;0.54;6.08;3515220;2524428;3882916;1486080;1973996;1699476;160668
452;2020-07-05;20:40:47;4;0.54;6.08;3517004;2522640;3881136;1486080;1974000;1699480;160668
453;2020-07-05;20:40:52;0;0.54;6.14;3519260;2518836;3878852;1486080;1975548;1700976;160684
454;2020-07-05;20:40:57;0;0.55;6.15;3521104;2516972;3877024;1486080;1975568;1700988;160692
455;2020-07-05;20:41:02;2;0.55;6.15;3521876;2516192;3876248;1486080;1975576;1700988;160700
456;2020-07-05;20:41:07;3;0.56;6.25;3518116;2517464;3879984;1486080;1978064;1703416;160700
457;2020-07-05;20:41:13;4;0.56;6.24;3482512;2553044;3915584;1486080;1978088;1703424;160716
458;2020-07-05;20:41:18;0;0.56;6.24;3482300;2553016;3915792;1486080;1978328;1703652;160724
459;2020-07-05;20:41:23;7;0.57;6.34;3487652;2545132;3910408;1486080;1980860;1706112;160732
460;2020-07-05;20:41:28;7;0.57;6.35;3488268;2544496;3909792;1486080;1980880;1706124;160740
461;2020-07-05;20:41:33;0;0.57;6.35;3486404;2546336;3911656;1486080;1980904;1706140;160748
462;2020-07-05;20:41:38;1;0.58;6.42;3492112;2538748;3905924;1486080;1982784;1707964;160756
463;2020-07-05;20:41:43;5;0.58;6.5;3501572;2527352;3896440;1486080;1984720;1709832;160772
464;2020-07-05;20:41:48;3;0.58;6.5;3501828;2527084;3896184;1486080;1984732;1709836;160780
465;2020-07-05;20:41:53;3;0.59;6.49;3500628;2528276;3897384;1486080;1984740;1709836;160788
466;2020-07-05;20:41:58;3;0.59;6.51;3501048;2527844;3896968;1486080;1984752;1709848;160788
467;2020-07-05;20:42:03;1;0.59;6.5;3501080;2527796;3896932;1486080;1984768;1709848;160804
468;2020-07-05;20:42:08;6;0.6;6.51;3492084;2537028;3906212;1486080;1984532;1709604;160812
469;2020-07-05;20:42:13;5;0.6;6.79;3436476;2593936;3969612;1486080;1983232;1708132;160820
470;2020-07-05;20:42:19;3;0.61;7.06;3464732;2534532;3916228;1486080;2014380;1739200;160836
471;2020-07-05;20:42:24;4;0.62;7.08;3447552;2561688;3943792;1486080;2004404;1729224;160844
472;2020-07-05;20:42:29;5;0.62;7.15;3454784;2551320;3935148;1486080;2007540;1732284;160852
473;2020-07-05;20:42:34;1;0.63;7.26;3462860;2540724;3927084;1486080;2010060;1734712;160876
474;2020-07-05;20:42:39;6;0.63;7.26;3462328;2541272;3927652;1486080;2010044;1734688;160884
475;2020-07-05;20:42:44;1;0.64;7.38;3467740;2533088;3921648;1486080;2012816;1737640;160892
476;2020-07-05;20:42:49;5;0.64;7.46;3474220;2525312;3915872;1486080;2014112;1738608;160900
477;2020-07-05;20:42:54;7;0.65;7.53;3479892;2517768;3910000;1486080;2015984;1740424;160908
478;2020-07-05;20:42:59;6;0.66;7.53;3477076;2520544;3912812;1486080;2016024;1740444;160916
479;2020-07-05;20:43:04;3;0.66;7.62;3481828;2513744;3908044;1486080;2018072;1742432;160924
480;2020-07-05;20:43:09;1;0.67;7.7;3487284;2506248;3902564;1486080;2020112;1744408;160932
481;2020-07-05;20:43:14;6;0.67;7.71;3487988;2505404;3901856;1486080;2020252;1744536;160940
482;2020-07-05;20:43:19;3;0.68;7.71;3474500;2518868;3915344;1486080;2020276;1744540;160956
483;2020-07-05;20:43:25;7;0.68;7.72;3459168;2534176;3930672;1486080;2020300;1744552;160964
484;2020-07-05;20:43:30;7;0.69;7.76;3463088;2529092;3926728;1486080;2021464;1745676;160972
485;2020-07-05;20:43:35;1;0.69;7.76;3463420;2528744;3926408;1486080;2021480;1745680;160980
486;2020-07-05;20:43:40;7;0.7;7.76;3463632;2528344;3926184;1486080;2021668;1745856;160988
487;2020-07-05;20:43:45;5;0.7;7.76;3463692;2528276;3926132;1486080;2021676;1745852;160996
488;2020-07-05;20:43:50;0;0.71;7.76;3462440;2529500;3927372;1486080;2021704;1745864;161012
489;2020-07-05;20:43:55;2;0.71;7.76;3462344;2529588;3927480;1486080;2021712;1745868;161012
490;2020-07-05;20:44:00;0;0.72;7.76;3463168;2528328;3926592;1486080;2022148;1746232;161040
491;2020-07-05;20:44:05;2;0.72;7.76;3462808;2528704;3926976;1486080;2022132;1746216;161040
492;2020-07-05;20:44:10;3;0.73;7.75;3461184;2530380;3928628;1486080;2022080;1746224;161064
493;2020-07-05;20:44:15;0;0.74;7.75;3468164;2523404;3921664;1486080;2022076;1746216;161064
494;2020-07-05;20:44:20;1;0.74;7.76;3469868;2521652;3919940;1486080;2022124;1746240;161080
495;2020-07-05;20:44:25;5;0.75;7.76;3460740;2530776;3929072;1486080;2022128;1746244;161080
496;2020-07-05;20:44:31;3;0.75;7.75;3462396;2529096;3927420;1486080;2022152;1746252;161096
497;2020-07-05;20:44:36;1;0.75;7.79;3456768;2557108;3955516;1486080;1999768;1723864;161096
498;2020-07-05;20:44:41;6;0.75;7.84;3458644;2526640;3925844;1486080;2028360;1752424;161112
499;2020-07-05;20:44:46;0;0.76;8;3466892;2521048;3923340;1486080;2025704;1749624;161120
500;2020-07-05;20:44:51;4;0.76;8;3456664;2532056;3934428;1486080;2024924;1748824;161136
501;2020-07-05;20:44:56;3;0.77;8;3452336;2536380;3938772;1486080;2024928;1748828;161136
502;2020-07-05;20:45:01;5;0.77;8;3454924;2533732;3936168;1486080;2024988;1748872;161152
503;2020-07-05;20:45:06;1;0.77;8;3453932;2534720;3937172;1486080;2024992;1748868;161160
504;2020-07-05;20:45:11;6;0.78;8.04;3443560;2551348;3953828;1486080;2018736;1742596;161168
505;2020-07-05;20:45:16;3;0.78;8.04;3442712;2574200;3976768;1486080;1996732;1720584;161176
506;2020-07-05;20:45:21;6;0.78;8.26;3493948;2494532;3902572;1486080;2025164;1748844;161184
507;2020-07-05;20:45:26;2;0.79;8.36;3498580;2488520;3898920;1486080;2026544;1750152;161192
508;2020-07-05;20:45:31;1;0.79;8.47;3507012;2477672;3890544;1486080;2028960;1752468;161224
509;2020-07-05;20:45:37;5;0.79;8.51;3504640;2478840;3892812;1486080;2030164;1753624;161232
510;2020-07-05;20:45:42;0;0.8;8.59;3506420;2475056;3891060;1486080;2032168;1755668;161248
511;2020-07-05;20:45:47;1;0.8;8.67;3497552;2481912;3899900;1486080;2034180;1757632;161248
512;2020-07-05;20:45:52;7;0.8;8.69;3488348;2490564;3909052;1486080;2034732;1758156;161264
513;2020-07-05;20:45:57;6;0.81;8.75;3489724;2487864;3907712;1486080;2036056;1759436;161272
514;2020-07-05;20:46:02;3;0.81;8.74;3491280;2486280;3906136;1486080;2036084;1759452;161280
515;2020-07-05;20:46:07;0;0.81;8.76;3493696;2483600;3903728;1486080;2036348;1760040;161288
516;2020-07-05;20:46:12;4;0.82;8.83;3493784;2481464;3903620;1486080;2038396;1761688;161304
517;2020-07-05;20:46:17;3;0.82;8.83;3494492;2480296;3902880;1486080;2038856;1762140;161304
518;2020-07-05;20:46:22;4;0.82;8.83;3494440;2480536;3902960;1486080;2038668;1761928;161328
519;2020-07-05;20:46:27;3;0.83;8.84;3492884;2482080;3904516;1486080;2038680;1761940;161328
520;2020-07-05;20:46:32;3;0.83;8.84;3494168;2480776;3903228;1486080;2038700;1761940;161344
521;2020-07-05;20:46:37;7;0.83;8.84;3493064;2481808;3904332;1486080;2038772;1762004;161352
522;2020-07-05;20:46:42;1;0.84;8.93;3495396;2477260;3901960;1486080;2040988;1764144;161368
523;2020-07-05;20:46:47;1;0.84;8.93;3496336;2476312;3901028;1486080;2040996;1764144;161376
524;2020-07-05;20:46:53;5;0.85;8.93;3494844;2477792;3902524;1486080;2041008;1764148;161384
525;2020-07-05;20:46:58;3;0.85;8.93;3494012;2478268;3903240;1486080;2041364;1764500;161384
526;2020-07-05;20:47:03;6;0.85;9.02;3496432;2473656;3900900;1486080;2043556;1766612;161400
527;2020-07-05;20:47:08;4;0.86;9.02;3497160;2472928;3900172;1486080;2043556;1766612;161400
528;2020-07-05;20:47:13;2;0.86;9.02;3496420;2473648;3900912;1486080;2043576;1766616;161416
529;2020-07-05;20:47:18;7;0.86;9.02;3498560;2471492;3898760;1486080;2043592;1766620;161424
530;2020-07-05;20:47:23;4;0.87;9.1;3500448;2467480;3896856;1486080;2045716;1768684;161432
531;2020-07-05;20:47:28;1;0.87;9.11;3501772;2466132;3895528;1486080;2045740;1768696;161440
532;2020-07-05;20:47:33;4;0.87;9.1;3502864;2465032;3894440;1486080;2045748;1768696;161448
